"","SiteSubsitePlot","SITE"
"391","THUFUVER:SALIXHEATH:SALIXHEATH1_20","THUFUVER"
"392","THUFUVER:SALIXHEATH:SALIXHEATH1_3","THUFUVER"
"393","THUFUVER:SALIXHEATH:SALIXHEATH2_17","THUFUVER"
"394","THUFUVER:SALIXHEATH:SALIXHEATH2_16","THUFUVER"
"395","THUFUVER:SALIXHEATH:SALIXHEATH3_11","THUFUVER"
"396","THUFUVER:SALIXHEATH:SALIXHEATH2_14","THUFUVER"
"397","THUFUVER:SALIXHEATH:SALIXHEATH3_2","THUFUVER"
"398","THUFUVER:SALIXHEATH:SALIXHEATH1_2","THUFUVER"
"399","THUFUVER:SALIXHEATH:SALIXHEATH1_9","THUFUVER"
"400","THUFUVER:SALIXHEATH:SALIXHEATH2_9","THUFUVER"
"401","THUFUVER:SALIXHEATH:SALIXHEATH3_1","THUFUVER"
"402","THUFUVER:SALIXHEATH:SALIXHEATH2_12","THUFUVER"
"403","THUFUVER:SALIXHEATH:SALIXHEATH2_15","THUFUVER"
"404","THUFUVER:SALIXHEATH:SALIXHEATH3_14","THUFUVER"
"405","THUFUVER:SALIXHEATH:SALIXHEATH3_15","THUFUVER"
"406","THUFUVER:SALIXHEATH:SALIXHEATH3_16","THUFUVER"
"407","THUFUVER:SALIXHEATH:SALIXHEATH3_17","THUFUVER"
"408","THUFUVER:SALIXHEATH:SALIXHEATH1_1","THUFUVER"
"409","THUFUVER:SALIXHEATH:SALIXHEATH1_10","THUFUVER"
"410","THUFUVER:SALIXHEATH:SALIXHEATH2_13","THUFUVER"
"411","THUFUVER:SALIXHEATH:SALIXHEATH1_5","THUFUVER"
"412","THUFUVER:SALIXHEATH:SALIXHEATH1_6","THUFUVER"
"413","THUFUVER:SALIXHEATH:SALIXHEATH1_7","THUFUVER"
"414","THUFUVER:SALIXHEATH:SALIXHEATH1_8","THUFUVER"
"415","THUFUVER:SALIXHEATH:SALIXHEATH3_6","THUFUVER"
"416","THUFUVER:SALIXHEATH:SALIXHEATH3_10","THUFUVER"
"417","THUFUVER:SALIXHEATH:SALIXHEATH1_18","THUFUVER"
"418","THUFUVER:SALIXHEATH:SALIXHEATH3_18","THUFUVER"
"419","THUFUVER:SALIXHEATH:SALIXHEATH3_19","THUFUVER"
"420","THUFUVER:SALIXHEATH:SALIXHEATH1_11","THUFUVER"
"421","THUFUVER:SALIXHEATH:SALIXHEATH3_3","THUFUVER"
"422","THUFUVER:SALIXHEATH:SALIXHEATH1_12","THUFUVER"
"423","THUFUVER:SALIXHEATH:SALIXHEATH1_13","THUFUVER"
"424","THUFUVER:SALIXHEATH:SALIXHEATH1_14","THUFUVER"
"425","THUFUVER:SALIXHEATH:SALIXHEATH1_15","THUFUVER"
"426","THUFUVER:SALIXHEATH:SALIXHEATH1_16","THUFUVER"
"427","THUFUVER:SALIXHEATH:SALIXHEATH1_17","THUFUVER"
"428","THUFUVER:SALIXHEATH:SALIXHEATH2_1","THUFUVER"
"429","THUFUVER:SALIXHEATH:SALIXHEATH2_10","THUFUVER"
"430","THUFUVER:SALIXHEATH:SALIXHEATH3_5","THUFUVER"
"431","THUFUVER:SALIXHEATH:SALIXHEATH3_4","THUFUVER"
"432","WOLFCREEK:WOLFCREEK:WOLFCREEK_CTL_5","WOLFCREEK"
"433","WOLFCREEK:WOLFCREEK:WOLFCREEK_CTL_9","WOLFCREEK"
"434","WOLFCREEK:WOLFCREEK:WOLFCREEK_CTL_20","WOLFCREEK"
"435","WOLFCREEK:WOLFCREEK:WOLFCREEK_CTL_2","WOLFCREEK"
"436","ABISKO:lower_forest:ALFc1","ABISKO"
"437","ABISKO:lower_forest:ALFc2","ABISKO"
"438","ABISKO:lower_forest:ALFc3","ABISKO"
"439","ABISKO:lower_forest:ALFc4","ABISKO"
"440","ABISKO:lower_forest:ALFc5","ABISKO"
"441","ABISKO:lower_tundra:ALTc1","ABISKO"
"442","ABISKO:lower_tundra:ALTc2","ABISKO"
"443","ABISKO:lower_tundra:ALTc3","ABISKO"
"444","ABISKO:lower_tundra:ALTc4","ABISKO"
"445","ABISKO:lower_tundra:ALTc5","ABISKO"
"446","ABISKO:upper_forest:AUFc1","ABISKO"
"447","ABISKO:upper_forest:AUFc3","ABISKO"
"448","ABISKO:upper_forest:AUFc5","ABISKO"
"449","ABISKO:upper_tundra:AUTc1","ABISKO"
"450","ABISKO:upper_tundra:AUTc2","ABISKO"
"451","ABISKO:upper_tundra:AUTc3","ABISKO"
"452","ABISKO:upper_tundra:AUTc4","ABISKO"
"453","ABISKO:upper_tundra:AUTc5","ABISKO"
"454","JOATKA:lower_forest:JLFc1","JOATKA"
"455","JOATKA:lower_forest:JLFc2","JOATKA"
"456","JOATKA:lower_forest:JLFc3","JOATKA"
"457","JOATKA:lower_forest:JLFc4","JOATKA"
"458","JOATKA:lower_forest:JLFc5","JOATKA"
"459","JOATKA:lower_tundra:JLTc3","JOATKA"
"460","JOATKA:lower_tundra:JLTc5","JOATKA"
"461","JOATKA:lower_tundra:JLTc1","JOATKA"
"462","JOATKA:lower_tundra:JLTc2","JOATKA"
"463","JOATKA:lower_tundra:JLTc4","JOATKA"
"464","JOATKA:upper_forest:JUFc1","JOATKA"
"465","JOATKA:upper_forest:JUFc3","JOATKA"
"466","JOATKA:upper_forest:JUFc4","JOATKA"
"467","JOATKA:upper_forest:JUFc5","JOATKA"
"468","JOATKA:upper_tundra:JUTc1","JOATKA"
"469","JOATKA:upper_tundra:JUTc2","JOATKA"
"470","JOATKA:upper_tundra:JUTc3","JOATKA"
"471","JOATKA:upper_tundra:JUTc4","JOATKA"
"472","JOATKA:upper_tundra:JUTc5","JOATKA"
"473","DISKO:DISTURBANCE:C1.3","DISKO"
"474","DISKO:DISTURBANCE:C4.3","DISKO"
"475","DISKO:DISTURBANCE:C5.3","DISKO"
"476","DISKO:DISTURBANCE:A1.6","DISKO"
"477","DISKO:DISTURBANCE:A2.2","DISKO"
"478","DISKO:DISTURBANCE:A3.3","DISKO"
"479","DISKO:DISTURBANCE:A4.3","DISKO"
"480","DISKO:DISTURBANCE:A5.1","DISKO"
"481","DISKO:DISTURBANCE:A6.1","DISKO"
"482","DISKO:DISTURBANCE:B1.2","DISKO"
"483","DISKO:DISTURBANCE:B2.2","DISKO"
"484","DISKO:DISTURBANCE:B3.4","DISKO"
"485","DISKO:DISTURBANCE:B4.5","DISKO"
"486","DISKO:DISTURBANCE:B5.2","DISKO"
"487","DISKO:DISTURBANCE:B6.5","DISKO"
"488","KILPISJARVI:KILPISJARVI:C1","KILPISJARVI"
"489","KILPISJARVI:KILPISJARVI:C2","KILPISJARVI"
"490","KILPISJARVI:KILPISJARVI:C3","KILPISJARVI"
"491","KILPISJARVI:KILPISJARVI:C4","KILPISJARVI"
"492","KILPISJARVI:KILPISJARVI:C5","KILPISJARVI"
"493","LATNJA:DRY_HEATH:C1","LATNJA"
"494","LATNJA:DRY_HEATH:C2","LATNJA"
"495","LATNJA:DRY_HEATH:C3","LATNJA"
"496","LATNJA:DRY_HEATH:C4","LATNJA"
"497","LATNJA:DRY_HEATH:C5","LATNJA"
"498","LATNJA:DRY_MEADOW:C1","LATNJA"
"499","LATNJA:DRY_MEADOW:C2","LATNJA"
"500","LATNJA:DRY_MEADOW:C3","LATNJA"
"501","LATNJA:DRY_MEADOW:C4","LATNJA"
"502","LATNJA:DRY_MEADOW:C5","LATNJA"
"503","LATNJA:WET_MEADOW:C1","LATNJA"
"504","LATNJA:WET_MEADOW:C2","LATNJA"
"505","LATNJA:WET_MEADOW:C3","LATNJA"
"506","LATNJA:WET_MEADOW:C4","LATNJA"
"507","LATNJA:WET_MEADOW:C5","LATNJA"
"508","LATNJA:TUSSOCK_TUNDRA:C1","LATNJA"
"509","LATNJA:TUSSOCK_TUNDRA:C2","LATNJA"
"510","LATNJA:TUSSOCK_TUNDRA:C3","LATNJA"
"511","LATNJA:TUSSOCK_TUNDRA:C4","LATNJA"
"512","LATNJA:TUSSOCK_TUNDRA:C5","LATNJA"
"513","ABISKO:ABISKOWET_FLUX:1_CTL","ABISKO"
"514","ABISKO:ABISKOWET_FLUX:2_CTL","ABISKO"
"515","ABISKO:ABISKOWET_FLUX:3_CTL","ABISKO"
"516","ABISKO:ABISKOWET_FLUX:4_CTL","ABISKO"
"517","ABISKO:ABISKOWET_FLUX:5_CTL","ABISKO"
"518","ABISKO:ABISKOWET_FLUX:6_CTL","ABISKO"
"519","ABISKO:ABISKODRY_PADDUS:CTL_1","ABISKO"
"520","ABISKO:ABISKODRY_PADDUS:CTL_2","ABISKO"
"521","ABISKO:ABISKODRY_PADDUS:CTL_3","ABISKO"
"522","ABISKO:ABISKODRY_PADDUS:CTL_4","ABISKO"
"523","ABISKO:ABISKODRY_PADDUS:CTL_5","ABISKO"
"524","ABISKO:ABISKODRY_PADDUS:CTL_6","ABISKO"
"525","SADVENT:MES_POINTFRAME:DCUA","SADVENT"
"526","SADVENT:MES_POINTFRAME:DDUA","SADVENT"
"527","SADVENT:MES_POINTFRAME:DEUA","SADVENT"
"528","SADVENT:MES_POINTFRAME:DFUA","SADVENT"
"529","LATNJA:POOR_HEATH:Clip 3 B","LATNJA"
"530","LATNJA:POOR_HEATH:Clip 3 C1","LATNJA"
"531","LATNJA:POOR_HEATH:Clip 3 C2","LATNJA"
"532","LATNJA:POOR_HEATH:Clip 3 C3","LATNJA"
"533","LATNJA:POOR_HEATH:Clip 4 B","LATNJA"
"534","LATNJA:POOR_HEATH:Clip 4 C1","LATNJA"
"535","LATNJA:POOR_HEATH:Clip 4 C2","LATNJA"
"536","LATNJA:POOR_HEATH:Clip 4 C3","LATNJA"
"537","LATNJA:RICH_MEADOW:Clip 1 B","LATNJA"
"538","LATNJA:RICH_MEADOW:Clip 1 C1","LATNJA"
"539","LATNJA:RICH_MEADOW:Clip 1 C2","LATNJA"
"540","LATNJA:RICH_MEADOW:Clip 1 C3","LATNJA"
"541","LATNJA:RICH_MEADOW:Clip 2 B","LATNJA"
"542","LATNJA:RICH_MEADOW:Clip 2 C1","LATNJA"
"543","LATNJA:RICH_MEADOW:Clip 2 C2","LATNJA"
"544","LATNJA:RICH_MEADOW:Clip 2 C3","LATNJA"
"545","WOLFCREEK:WOLFCREEK:WOLFCREEK_CTL_11","WOLFCREEK"
"546","TOOLIK:MOIST:17","TOOLIK"
"547","KANGER:DOPEY:B_GRAZED","KANGER"
"548","KANGER:SNEEZY:A_GRAZED","KANGER"
"549","KANGER:SNEEZY:G_GRAZED","KANGER"
"550","ZACKENBERG:ABRASION PLATEAU:A1","ZACKENBERG"
"551","ZACKENBERG:ABRASION PLATEAU:A2","ZACKENBERG"
"552","ZACKENBERG:ABRASION PLATEAU:A5","ZACKENBERG"
"553","ZACKENBERG:CASSIOPE TETRAGONA HEATH:C2","ZACKENBERG"
"554","ZACKENBERG:CASSIOPE TETRAGONA HEATH:C3","ZACKENBERG"
"555","ZACKENBERG:CASSIOPE TETRAGONA HEATH:C4","ZACKENBERG"
"556","ZACKENBERG:FEN:F1","ZACKENBERG"
"557","ZACKENBERG:FEN:F2","ZACKENBERG"
"558","ZACKENBERG:FEN:F3","ZACKENBERG"
"559","ZACKENBERG:FEN:F4","ZACKENBERG"
"560","ZACKENBERG:FEN:F5","ZACKENBERG"
"561","ZACKENBERG:GRASSLAND:G1","ZACKENBERG"
"562","ZACKENBERG:GRASSLAND:G2","ZACKENBERG"
"563","ZACKENBERG:GRASSLAND:G3","ZACKENBERG"
"564","ZACKENBERG:GRASSLAND:G4","ZACKENBERG"
"565","ZACKENBERG:GRASSLAND:G5","ZACKENBERG"
"566","ZACKENBERG:SALIX ARCTICA SNOWBED:S1","ZACKENBERG"
"567","ZACKENBERG:SALIX ARCTICA SNOWBED:S2","ZACKENBERG"
"568","ZACKENBERG:SALIX ARCTICA SNOWBED:S3","ZACKENBERG"
"569","ZACKENBERG:SALIX ARCTICA SNOWBED:S4","ZACKENBERG"
"570","ZACKENBERG:SALIX ARCTICA SNOWBED:S5","ZACKENBERG"
"571","ZACKENBERG:VACCINIUM ULIGONOSUM HEATH:V4","ZACKENBERG"
"572","ZACKENBERG:VACCINIUM ULIGONOSUM HEATH:V5","ZACKENBERG"
"573","TOOLIK:DRY:3","TOOLIK"
"574","TOOLIK:DRY:5","TOOLIK"
"575","TOOLIK:DRY:6","TOOLIK"
"576","TOOLIK:IMNAVAIT:1","TOOLIK"
"577","TOOLIK:IMNAVAIT:2","TOOLIK"
"578","TOOLIK:IMNAVAIT:3","TOOLIK"
"579","TOOLIK:IMNAVAIT:4","TOOLIK"
"580","TOOLIK:IMNAVAIT:5","TOOLIK"
"581","TOOLIK:IMNAVAIT:6","TOOLIK"
"582","TOOLIK:IMNAVAIT:7","TOOLIK"
"583","TOOLIK:IMNAVAIT:8","TOOLIK"
"584","TOOLIK:IMNAVAIT:9","TOOLIK"
"585","TOOLIK:IMNAVAIT:10","TOOLIK"
"586","TOOLIK:IMNAVAIT:11","TOOLIK"
"587","TOOLIK:IMNAVAIT:12","TOOLIK"
"588","TOOLIK:IMNAVAIT:13","TOOLIK"
"589","TOOLIK:IMNAVAIT:14","TOOLIK"
"590","TOOLIK:IMNAVAIT:15","TOOLIK"
"591","TOOLIK:IMNAVAIT:16","TOOLIK"
"592","TOOLIK:IMNAVAIT:19","TOOLIK"
"593","TOOLIK:IMNAVAIT:20","TOOLIK"
"594","TOOLIK:IMNAVAIT:21","TOOLIK"
"595","TOOLIK:IMNAVAIT:22","TOOLIK"
"596","TOOLIK:IMNAVAIT:23","TOOLIK"
"597","TOOLIK:IMNAVAIT:24","TOOLIK"
"598","TOOLIK:IMNAVAIT:25","TOOLIK"
"599","TOOLIK:IMNAVAIT:26","TOOLIK"
"600","TOOLIK:IMNAVAIT:27","TOOLIK"
"601","TOOLIK:IMNAVAIT:28","TOOLIK"
"602","TOOLIK:IMNAVAIT:29","TOOLIK"
"603","TOOLIK:IMNAVAIT:30","TOOLIK"
"604","TOOLIK:IMNAVAIT:31","TOOLIK"
"605","TOOLIK:IMNAVAIT:33","TOOLIK"
"606","TOOLIK:IMNAVAIT:34","TOOLIK"
"607","TOOLIK:IMNAVAIT:35","TOOLIK"
"608","TOOLIK:IMNAVAIT:36","TOOLIK"
"609","TOOLIK:IMNAVAIT:37","TOOLIK"
"610","TOOLIK:IMNAVAIT:38","TOOLIK"
"611","TOOLIK:IMNAVAIT:39","TOOLIK"
"612","TOOLIK:IMNAVAIT:40","TOOLIK"
"613","TOOLIK:IMNAVAIT:41","TOOLIK"
"614","TOOLIK:IMNAVAIT:42","TOOLIK"
"615","TOOLIK:IMNAVAIT:43","TOOLIK"
"616","TOOLIK:IMNAVAIT:44","TOOLIK"
"617","TOOLIK:IMNAVAIT:45","TOOLIK"
"618","TOOLIK:IMNAVAIT:46","TOOLIK"
"619","TOOLIK:IMNAVAIT:47","TOOLIK"
"620","TOOLIK:IMNAVAIT:48","TOOLIK"
"621","TOOLIK:IMNAVAIT:51","TOOLIK"
"622","TOOLIK:IMNAVAIT:52","TOOLIK"
"623","TOOLIK:IMNAVAIT:53","TOOLIK"
"624","TOOLIK:IMNAVAIT:54","TOOLIK"
"625","TOOLIK:IMNAVAIT:55","TOOLIK"
"626","TOOLIK:IMNAVAIT:56","TOOLIK"
"627","TOOLIK:IMNAVAIT:57","TOOLIK"
"628","TOOLIK:IMNAVAIT:58","TOOLIK"
"629","TOOLIK:IMNAVAIT:59","TOOLIK"
"630","TOOLIK:IMNAVAIT:60","TOOLIK"
"631","TOOLIK:IMNAVAIT:61","TOOLIK"
"632","TOOLIK:IMNAVAIT:62","TOOLIK"
"633","TOOLIK:IMNAVAIT:63","TOOLIK"
"634","TOOLIK:IMNAVAIT:65","TOOLIK"
"635","TOOLIK:IMNAVAIT:66","TOOLIK"
"636","TOOLIK:IMNAVAIT:67","TOOLIK"
"637","TOOLIK:IMNAVAIT:68","TOOLIK"
"638","TOOLIK:IMNAVAIT:69","TOOLIK"
"639","TOOLIK:IMNAVAIT:70","TOOLIK"
"640","TOOLIK:IMNAVAIT:71","TOOLIK"
"641","TOOLIK:MOIST:13","TOOLIK"
"642","TOOLIK:MOIST:18","TOOLIK"
"643","TOOLIK:TUSSOCKGRID:1","TOOLIK"
"644","TOOLIK:TUSSOCKGRID:2","TOOLIK"
"645","TOOLIK:TUSSOCKGRID:3","TOOLIK"
"646","TOOLIK:TUSSOCKGRID:4","TOOLIK"
"647","TOOLIK:TUSSOCKGRID:5","TOOLIK"
"648","TOOLIK:TUSSOCKGRID:6","TOOLIK"
"649","TOOLIK:TUSSOCKGRID:7","TOOLIK"
"650","TOOLIK:TUSSOCKGRID:8","TOOLIK"
"651","TOOLIK:TUSSOCKGRID:9","TOOLIK"
"652","TOOLIK:TUSSOCKGRID:10","TOOLIK"
"653","TOOLIK:TUSSOCKGRID:11","TOOLIK"
"654","TOOLIK:TUSSOCKGRID:12","TOOLIK"
"655","TOOLIK:TUSSOCKGRID:13","TOOLIK"
"656","TOOLIK:TUSSOCKGRID:14","TOOLIK"
"657","TOOLIK:TUSSOCKGRID:15","TOOLIK"
"658","TOOLIK:TUSSOCKGRID:16","TOOLIK"
"659","TOOLIK:TUSSOCKGRID:17","TOOLIK"
"660","TOOLIK:TUSSOCKGRID:18","TOOLIK"
"661","TOOLIK:TUSSOCKGRID:19","TOOLIK"
"662","TOOLIK:TUSSOCKGRID:20","TOOLIK"
"663","TOOLIK:TUSSOCKGRID:21","TOOLIK"
"664","TOOLIK:TUSSOCKGRID:22","TOOLIK"
"665","TOOLIK:TUSSOCKGRID:23","TOOLIK"
"666","TOOLIK:TUSSOCKGRID:24","TOOLIK"
"667","TOOLIK:TUSSOCKGRID:25","TOOLIK"
"668","TOOLIK:TUSSOCKGRID:26","TOOLIK"
"669","TOOLIK:TUSSOCKGRID:27","TOOLIK"
"670","TOOLIK:TUSSOCKGRID:28","TOOLIK"
"671","TOOLIK:TUSSOCKGRID:29","TOOLIK"
"672","TOOLIK:TUSSOCKGRID:30","TOOLIK"
"673","TOOLIK:TUSSOCKGRID:31","TOOLIK"
"674","TOOLIK:TUSSOCKGRID:32","TOOLIK"
"675","TOOLIK:TUSSOCKGRID:33","TOOLIK"
"676","TOOLIK:TUSSOCKGRID:34","TOOLIK"
"677","TOOLIK:TUSSOCKGRID:35","TOOLIK"
"678","TOOLIK:TUSSOCKGRID:36","TOOLIK"
"679","TOOLIK:TUSSOCKGRID:37","TOOLIK"
"680","TOOLIK:TUSSOCKGRID:38","TOOLIK"
"681","TOOLIK:TUSSOCKGRID:39","TOOLIK"
"682","TOOLIK:TUSSOCKGRID:40","TOOLIK"
"683","TOOLIK:TUSSOCKGRID:41","TOOLIK"
"684","TOOLIK:TUSSOCKGRID:42","TOOLIK"
"685","TOOLIK:TUSSOCKGRID:43","TOOLIK"
"686","TOOLIK:TUSSOCKGRID:44","TOOLIK"
"687","TOOLIK:TUSSOCKGRID:45","TOOLIK"
"688","TOOLIK:TUSSOCKGRID:46","TOOLIK"
"689","TOOLIK:TUSSOCKGRID:47","TOOLIK"
"690","TOOLIK:TUSSOCKGRID:48","TOOLIK"
"691","TOOLIK:TUSSOCKGRID:49","TOOLIK"
"692","TOOLIK:TUSSOCKGRID:50","TOOLIK"
"693","TOOLIK:TUSSOCKGRID:52","TOOLIK"
"694","TOOLIK:TUSSOCKGRID:53","TOOLIK"
"695","TOOLIK:TUSSOCKGRID:55","TOOLIK"
"696","TOOLIK:TUSSOCKGRID:56","TOOLIK"
"697","TOOLIK:TUSSOCKGRID:57","TOOLIK"
"698","TOOLIK:TUSSOCKGRID:58","TOOLIK"
"699","TOOLIK:TUSSOCKGRID:59","TOOLIK"
"700","TOOLIK:TUSSOCKGRID:60","TOOLIK"
"701","TOOLIK:TUSSOCKGRID:61","TOOLIK"
"702","TOOLIK:TUSSOCKGRID:62","TOOLIK"
"703","TOOLIK:TUSSOCKGRID:63","TOOLIK"
"704","TOOLIK:TUSSOCKGRID:64","TOOLIK"
"705","TOOLIK:TUSSOCKGRID:65","TOOLIK"
"706","TOOLIK:TUSSOCKGRID:66","TOOLIK"
"707","TOOLIK:TUSSOCKGRID:67","TOOLIK"
"708","TOOLIK:TUSSOCKGRID:68","TOOLIK"
"709","TOOLIK:TUSSOCKGRID:69","TOOLIK"
"710","TOOLIK:TUSSOCKGRID:70","TOOLIK"
"711","TOOLIK:TUSSOCKGRID:72","TOOLIK"
"712","TOOLIK:TUSSOCKGRID:74","TOOLIK"
"713","TOOLIK:TUSSOCKGRID:75","TOOLIK"
"714","TOOLIK:TUSSOCKGRID:76","TOOLIK"
"715","TOOLIK:TUSSOCKGRID:77","TOOLIK"
"716","TOOLIK:TUSSOCKGRID:78","TOOLIK"
"717","TOOLIK:TUSSOCKGRID:79","TOOLIK"
"718","TOOLIK:TUSSOCKGRID:80","TOOLIK"
"719","TOOLIK:TUSSOCKGRID:81","TOOLIK"
"720","TOOLIK:TUSSOCKGRID:83","TOOLIK"
"721","TOOLIK:TUSSOCKGRID:84","TOOLIK"
"722","TOOLIK:TUSSOCKGRID:85","TOOLIK"
"723","TOOLIK:TUSSOCKGRID:51","TOOLIK"
"724","TOOLIK:TUSSOCKGRID:54","TOOLIK"
"725","TOOLIK:TUSSOCKGRID:82","TOOLIK"
"726","ANWR:ATIGUN-A:1","ANWR"
"727","ANWR:ATIGUN-A:2","ANWR"
"728","ANWR:ATIGUN-A:3","ANWR"
"729","ANWR:ATIGUN-A:4","ANWR"
"730","ANWR:ATIGUN-A:6","ANWR"
"731","ANWR:ATIGUN-A:7","ANWR"
"732","ANWR:ATIGUN-A:8","ANWR"
"733","ANWR:ATIGUN-A:9","ANWR"
"734","ANWR:ATIGUN-A:10","ANWR"
"735","ANWR:ATIGUN-A:5","ANWR"
"736","ANWR:ATIGUN-B:1","ANWR"
"737","ANWR:ATIGUN-B:2","ANWR"
"738","ANWR:ATIGUN-B:3","ANWR"
"739","ANWR:ATIGUN-B:4","ANWR"
"740","ANWR:ATIGUN-B:5","ANWR"
"741","ANWR:ATIGUN-B:6","ANWR"
"742","ANWR:ATIGUN-B:7","ANWR"
"743","ANWR:ATIGUN-B:8","ANWR"
"744","ANWR:ATIGUN-B:9","ANWR"
"745","ANWR:ATIGUN-B:10","ANWR"
"746","ANWR:ATIGUN-C:1","ANWR"
"747","ANWR:ATIGUN-C:2","ANWR"
"748","ANWR:ATIGUN-C:3","ANWR"
